1.882597	6.0520988
1.882597	6.0520988
1.882597	6.0520988
1.882597	6.0520988
1.882597	6.0520988
1.882597	6.0520988
1.882597	6.0520988
1.8825792	6.0519557
1.8824862	6.0512166
1.8820574	6.0478797
1.8807657	6.038329
1.8776387	6.015868
1.8721007	5.977135
1.8642411	5.9235992
1.854231	5.8560658
1.8421592	5.776079
1.8286413	5.6874747
1.8137159	5.5917897
1.7963102	5.4813223
1.7797078	5.3761287
1.7619727	5.2652783
1.7438145	5.1540527
1.7246242	5.0375166
1.7049085	4.920201
1.6852738	4.8035903
1.6660157	4.690737
1.6464568	4.5776005
1.6272118	4.468017
1.6083883	4.361141
1.5902596	4.2591105
1.572921	4.1628838
1.555266	4.0654626
1.5392348	3.9765306
1.5227363	3.8866553
1.506553	3.7987723
1.4911563	3.7157917
1.476122	3.6362424
1.4625862	3.5624523
1.4492786	3.4920409
1.4364352	3.4250102
1.4237661	3.358545
1.4123055	3.2987173
1.4008226	3.2400842
1.390263	3.184662
1.3795671	3.1300128
1.3695633	3.078812
1.3605033	3.0320077
1.3512758	2.9852967
1.3425592	2.9417262
1.3345709	2.903258
1.3273923	2.8683345
1.3206116	2.833385
1.31403	2.8002505
1.3073376	2.7679422
1.3011621	2.737262
1.2947185	2.70642
1.2886467	2.6777081
1.2832745	2.6514542
1.2778203	2.625359
1.2723904	2.5988219
1.2672096	2.5743258
1.2624741	2.5516977
1.2580309	2.5297492
1.2535098	2.5087662
1.2494881	2.489378
1.2455244	2.470462
1.241629	2.4526253
1.2373809	2.4331136
1.2339208	2.4166522
1.2305561	2.4001353
1.2273886	2.385036
1.2244335	2.3700562
1.2212645	2.3544233
1.218257	2.3406544
1.2154279	2.3265483
1.2125006	2.3126454
1.2099564	2.2999868
1.2072312	2.286982
1.2047039	2.2749028
1.20197	2.2629309
1.199251	2.2504914
1.197029	2.239883
1.1947604	2.2286747
1.1922387	2.2176201
1.1896102	2.2068558
1.1873592	2.1969867
1.1855057	2.188687
1.1833905	2.179241
1.181352	2.1702888
1.179321	2.161284
1.1774256	2.1531055
1.1758767	2.1451426
1.174315	2.1376646
1.1727184	2.1304498
1.1711237	2.1230125
1.1692646	2.1154513
1.1677394	2.1086016
1.1661346	2.1014862
